Provincia,Año,Trimestre,ADSL,Cablemodem,Fibra óptica,Fecha,ADSL_Change,Cablemodem_Change,Fibra_Change,Total_Accesos,Penetracion_Fibra
Córdoba,2021,1,260350,444695,134634,2021-01-01,-7046.0,5373.0,9014.0,839679,0.16033984415473057
Córdoba,2021,2,239780,467782,151855,2021-04-01,-20570.0,23087.0,17221.0,859417,0.17669536441564457
Córdoba,2021,3,229275,477223,167495,2021-07-01,-10505.0,9441.0,15640.0,873993,0.1916434113316697
Córdoba,2021,4,212011,487489,217214,2021-10-01,-17264.0,10266.0,49719.0,916714,0.23694849211422536
Córdoba,2022,1,195610,501799,235838,2022-01-01,-16401.0,14310.0,18624.0,933247,0.2527069468211524
Córdoba,2022,2,179181,467595,308895,2022-04-01,-16429.0,-34204.0,73057.0,955671,0.3232231594345753
Córdoba,2022,3,163770,465461,338570,2022-07-01,-15411.0,-2134.0,29675.0,967801,0.34983431511230095
Córdoba,2022,4,152265,456947,367393,2022-10-01,-11505.0,-8514.0,28823.0,976605,0.3761940600345073
Córdoba,2023,1,136976,455139,386297,2023-01-01,-15289.0,-1808.0,18904.0,978412,0.3948203824155877
Córdoba,2023,2,129303,453924,411703,2023-04-01,-7673.0,-1215.0,25406.0,994930,0.41380097092257745
Córdoba,2023,3,125050,453994,417338,2023-07-01,-4253.0,70.0,5635.0,996382,0.41885341164332557
Córdoba,2023,4,115662,452380,440536,2023-10-01,-9388.0,-1614.0,23198.0,1008578,0.4367892220532274
Córdoba,2024,1,102812,449784,458985,2024-01-01,-12850.0,-2596.0,18449.0,1011581,0.45373034883019747
Córdoba,2024,2,93483,443091,477504,2024-04-01,-9329.0,-6693.0,18519.0,1014078,0.47087502144805427
Entre Ríos,2014,1,107883,21379,49,2014-01-01,,,,129311,0.00037893141341417203
Entre Ríos,2014,2,108900,21706,49,2014-04-01,1017.0,327.0,0.0,130655,0.0003750334851326011
Entre Ríos,2014,3,108907,22440,48,2014-07-01,7.0,734.0,-1.0,131395,0.00036531070436470186
Entre Ríos,2014,4,112291,23027,57,2014-10-01,3384.0,587.0,9.0,135375,0.0004210526315789474
Entre Ríos,2015,1,112363,47411,108,2015-01-01,72.0,24384.0,51.0,159882,0.0006754981799076819
Entre Ríos,2015,2,113378,49767,119,2015-04-01,1015.0,2356.0,11.0,163264,0.0007288808310466484
Entre Ríos,2015,3,113909,51945,122,2015-07-01,531.0,2178.0,3.0,165976,0.0007350460307514339
Entre Ríos,2015,4,113983,53411,122,2015-10-01,74.0,1466.0,0.0,167516,0.0007282886410850307
Entre Ríos,2016,1,113101,54948,146,2016-01-01,-882.0,1537.0,24.0,168195,0.0008680400725348553
Entre Ríos,2016,2,112809,58768,169,2016-04-01,-292.0,3820.0,23.0,171746,0.000984011272460494
Entre Ríos,2016,3,112588,61850,206,2016-07-01,-221.0,3082.0,37.0,174644,0.0011795423833627266
Entre Ríos,2016,4,109359,64141,226,2016-10-01,-3229.0,2291.0,20.0,173726,0.0013008991170003338
Entre Ríos,2017,1,108509,65095,230,2017-01-01,-850.0,954.0,4.0,173834,0.0013231013495633766
Entre Ríos,2017,2,108309,67650,254,2017-04-01,-200.0,2555.0,24.0,176213,0.0014414373513872416
Entre Ríos,2017,3,107774,69596,1786,2017-07-01,-535.0,1946.0,1532.0,179156,0.009968965594230727
Entre Ríos,2017,4,107764,73692,1894,2017-10-01,-10.0,4096.0,108.0,183350,0.010329970002727024
Entre Ríos,2018,1,106998,75751,3789,2018-01-01,-766.0,2059.0,1895.0,186538,0.020312215205480922
Entre Ríos,2018,2,104811,80376,2405,2018-04-01,-2187.0,4625.0,-1384.0,187592,0.012820376135442875
Entre Ríos,2018,3,103318,83714,2403,2018-07-01,-1493.0,3338.0,-2.0,189435,0.012685089872515638
Entre Ríos,2018,4,101168,86198,4853,2018-10-01,-2150.0,2484.0,2450.0,192219,0.02524724402894615
Entre Ríos,2019,4,92981,99206,12875,2019-10-01,-8187.0,13008.0,8022.0,205062,0.06278588914572178
Entre Ríos,2020,1,90368,95434,13245,2020-01-01,-2613.0,-3772.0,370.0,199047,0.06654207297773893
Entre Ríos,2020,2,89391,99423,13954,2020-04-01,-977.0,3989.0,709.0,202768,0.06881756490175965
Entre Ríos,2020,3,87892,106950,13954,2020-07-01,-1499.0,7527.0,0.0,208796,0.0668307821988927
Entre Ríos,2020,4,85683,113670,15653,2020-10-01,-2209.0,6720.0,1699.0,215006,0.07280261946178246
Entre Ríos,2021,1,83688,118424,16846,2021-01-01,-1995.0,4754.0,1193.0,218958,0.07693712949515433
Entre Ríos,2021,2,77836,124957,17856,2021-04-01,-5852.0,6533.0,1010.0,220649,0.08092490788537451
Entre Ríos,2021,3,74443,128752,20485,2021-07-01,-3393.0,3795.0,2629.0,223680,0.09158172389127325
Entre Ríos,2021,4,70459,133387,23452,2021-10-01,-3984.0,4635.0,2967.0,227298,0.10317732668127304
Entre Ríos,2022,1,67159,138986,23091,2022-01-01,-3300.0,5599.0,-361.0,229236,0.1007302517929121
Entre Ríos,2022,2,63794,131029,35839,2022-04-01,-3365.0,-7957.0,12748.0,230662,0.15537453069859794
Entre Ríos,2022,3,60345,132952,36971,2022-07-01,-3449.0,1923.0,1132.0,230268,0.16055639515694756
Entre Ríos,2022,4,55507,135746,40798,2022-10-01,-4838.0,2794.0,3827.0,232051,0.17581479933290525
Entre Ríos,2023,1,51084,141699,44508,2023-01-01,-4423.0,5953.0,3710.0,237291,0.18756716436780155
Entre Ríos,2023,2,46503,142562,49251,2023-04-01,-4581.0,863.0,4743.0,238316,0.20666258245354907
Entre Ríos,2023,3,45384,157464,54794,2023-07-01,-1119.0,14902.0,5543.0,257642,0.21267495206526887
Entre Ríos,2023,4,41794,159575,61667,2023-10-01,-3590.0,2111.0,6873.0,263036,0.23444319408750133
Entre Ríos,2024,1,36574,158283,66180,2024-01-01,-5220.0,-1292.0,4513.0,261037,0.25352727774223577
Entre Ríos,2024,2,31335,158918,68540,2024-04-01,-5239.0,635.0,2360.0,258793,0.26484487602060336
Formosa,2014,1,20774,4548,0,2014-01-01,,,,25322,0.0
Formosa,2014,2,20894,4628,0,2014-04-01,120.0,80.0,0.0,25522,0.0
Formosa,2014,3,21021,4836,0,2014-07-01,127.0,208.0,0.0,25857,0.0
Formosa,2014,4,21245,4896,1,2014-10-01,224.0,60.0,1.0,26142,3.825262030449086e-05
Formosa,2015,1,21022,4951,1,2015-01-01,-223.0,55.0,0.0,25974,3.85000385000385e-05
Formosa,2015,2,21097,5164,2,2015-04-01,75.0,213.0,1.0,26263,7.615276244145757e-05
Formosa,2015,3,21573,5264,2,2015-07-01,476.0,100.0,0.0,26839,7.451842468050225e-05
Formosa,2015,4,21734,5314,4,2015-10-01,161.0,50.0,2.0,27052,0.0001478633742422002
Formosa,2016,1,21852,5420,5,2016-01-01,118.0,106.0,1.0,27277,0.00018330461561022108
Formosa,2016,2,22101,5658,6,2016-04-01,249.0,238.0,1.0,27765,0.00021609940572663426
Formosa,2016,3,21800,5905,9,2016-07-01,-301.0,247.0,3.0,27714,0.0003247456159341849
Formosa,2016,4,22400,6061,16,2016-10-01,600.0,156.0,7.0,28477,0.0005618569371773712
Formosa,2017,1,22438,6215,16,2017-01-01,38.0,154.0,0.0,28669,0.0005580941086190659
Formosa,2017,2,22493,6410,17,2017-04-01,55.0,195.0,1.0,28920,0.0005878284923928077
Formosa,2017,3,22647,6816,428,2017-07-01,154.0,406.0,411.0,29891,0.014318691244856312
Formosa,2017,4,23410,6973,19,2017-10-01,763.0,157.0,-409.0,30402,0.0006249588842839286
Formosa,2018,1,23556,7095,17,2018-01-01,146.0,122.0,-2.0,30668,0.0005543237250554324
Formosa,2018,2,23543,7311,18,2018-04-01,-13.0,216.0,1.0,30872,0.0005830526043016325
Formosa,2018,3,22777,7589,817,2018-07-01,-766.0,278.0,799.0,31183,0.026200173171279224
Formosa,2018,4,22619,7880,887,2018-10-01,-158.0,291.0,70.0,31386,0.02826100809278022
Formosa,2019,4,21567,8684,1760,2019-10-01,-1052.0,804.0,873.0,32011,0.05498110024679016
Formosa,2020,1,21068,8887,1800,2020-01-01,-499.0,203.0,40.0,31755,0.05668398677373642
Formosa,2020,2,21805,9353,1882,2020-04-01,737.0,466.0,82.0,33040,0.05696125907990315
Formosa,2020,3,21790,10003,2000,2020-07-01,-15.0,650.0,118.0,33793,0.05918385464445299
Formosa,2020,4,21264,10789,2432,2020-10-01,-526.0,786.0,432.0,34485,0.07052341597796143
Formosa,2021,1,20663,11412,2562,2021-01-01,-601.0,623.0,130.0,34637,0.07396714496059127
Formosa,2021,2,19571,12509,3610,2021-04-01,-1092.0,1097.0,1048.0,35690,0.10114878117119641
Formosa,2021,3,18093,14111,4730,2021-07-01,-1478.0,1602.0,1120.0,36934,0.12806628039205067
Formosa,2021,4,17211,15111,5151,2021-10-01,-882.0,1000.0,421.0,37473,0.1374589704587303
Formosa,2022,1,16397,15927,5146,2022-01-01,-814.0,816.0,-5.0,37470,0.13733653589538297
Formosa,2022,2,15397,25487,9875,2022-04-01,-1000.0,9560.0,4729.0,50759,0.19454677988140034
Formosa,2022,3,14470,25880,11041,2022-07-01,-927.0,393.0,1166.0,51391,0.21484306590648167
Formosa,2022,4,13735,17068,13118,2022-10-01,-735.0,-8812.0,2077.0,43921,0.29867261674369894
Formosa,2023,1,12502,17421,13345,2023-01-01,-1233.0,353.0,227.0,43268,0.3084265507996672
Formosa,2023,2,11934,17678,13698,2023-04-01,-568.0,257.0,353.0,43310,0.31627799584391597
Formosa,2023,3,11230,18053,14904,2023-07-01,-704.0,375.0,1206.0,44187,0.3372937741869781
Formosa,2023,4,10252,18325,16179,2023-10-01,-978.0,272.0,1275.0,44756,0.3614934310483511
Formosa,2024,1,9147,18631,17908,2024-01-01,-1105.0,306.0,1729.0,45686,0.39198003764829487
Formosa,2024,2,8488,18768,18977,2024-04-01,-659.0,137.0,1069.0,46233,0.41046438690978304
Jujuy,2014,1,29765,4030,23,2014-01-01,,,,33818,0.0006801111833934591
Jujuy,2014,2,30128,4161,23,2014-04-01,363.0,131.0,0.0,34312,0.0006703194217766379
Jujuy,2014,3,30128,3541,22,2014-07-01,0.0,-620.0,-1.0,33691,0.0006529933810216378
Jujuy,2014,4,31349,4583,22,2014-10-01,1221.0,1042.0,0.0,35954,0.0006118929743561217
Jujuy,2015,1,31505,5048,22,2015-01-01,156.0,465.0,0.0,36575,0.0006015037593984962
Jujuy,2015,2,32183,5482,22,2015-04-01,678.0,434.0,0.0,37687,0.0005837556717170377
Jujuy,2015,3,32598,6895,22,2015-07-01,415.0,1413.0,0.0,39515,0.0005567506010375807
Jujuy,2015,4,32934,6933,22,2015-10-01,336.0,38.0,0.0,39889,0.0005515304971295344
Jujuy,2016,1,33481,6751,22,2016-01-01,547.0,-182.0,0.0,40254,0.0005465295374372733
Jujuy,2016,2,33758,7374,22,2016-04-01,277.0,623.0,0.0,41154,0.0005345774408319969
Jujuy,2016,3,34250,8236,22,2016-07-01,492.0,862.0,0.0,42508,0.0005175496377152536
Jujuy,2016,4,33838,8731,22,2016-10-01,-412.0,495.0,0.0,42591,0.0005165410532741659
Jujuy,2017,1,33869,9278,22,2017-01-01,31.0,547.0,0.0,43169,0.0005096249623572471
Jujuy,2017,2,33742,8858,22,2017-04-01,-127.0,-420.0,0.0,42622,0.0005161653606118906
Jujuy,2017,3,33796,9395,20,2017-07-01,54.0,537.0,-2.0,43211,0.00046284510888431186
Jujuy,2017,4,33844,9626,20,2017-10-01,48.0,231.0,0.0,43490,0.0004598758335249483
Jujuy,2018,1,33856,10456,23,2018-01-01,12.0,830.0,3.0,44335,0.0005187774895680613
Jujuy,2018,2,33571,10856,23,2018-04-01,-285.0,400.0,0.0,44450,0.0005174353205849269
Jujuy,2018,3,33363,10856,32,2018-07-01,-208.0,0.0,9.0,44251,0.0007231474994915369
Jujuy,2018,4,33248,12484,153,2018-10-01,-115.0,1628.0,121.0,45885,0.0033344230140568815
Jujuy,2019,4,32949,37604,873,2019-10-01,-299.0,25120.0,720.0,71426,0.012222440007840282
Jujuy,2020,1,32066,38938,3078,2020-01-01,-883.0,1334.0,2205.0,74082,0.0415485543046894
Jujuy,2020,2,32705,38938,5057,2020-04-01,639.0,0.0,1979.0,76700,0.06593220338983051
Jujuy,2020,3,32611,57682,11112,2020-07-01,-94.0,18744.0,6055.0,101405,0.10958039544401163
Jujuy,2020,4,32850,52815,15639,2020-10-01,239.0,-4867.0,4527.0,101304,0.15437692489931296
Jujuy,2021,1,32254,54324,17322,2021-01-01,-596.0,1509.0,1683.0,103900,0.16671799807507218
Jujuy,2021,2,24738,60800,19611,2021-04-01,-7516.0,6476.0,2289.0,105149,0.18650676658836507
Jujuy,2021,3,23554,60758,19926,2021-07-01,-1184.0,-42.0,315.0,104238,0.1911586945259886
Jujuy,2021,4,22330,60511,24156,2021-10-01,-1224.0,-247.0,4230.0,106997,0.22576333915904184
Jujuy,2022,1,21307,60616,25949,2022-01-01,-1023.0,105.0,1793.0,107872,0.2405536191041234
Jujuy,2022,2,20303,54495,34184,2022-04-01,-1004.0,-6121.0,8235.0,108982,0.3136664770329045
Jujuy,2022,3,19257,52978,40172,2022-07-01,-1046.0,-1517.0,5988.0,112407,0.357379878477319
Jujuy,2022,4,17880,52390,42626,2022-10-01,-1377.0,-588.0,2454.0,112896,0.3775687358276644
Jujuy,2023,1,15306,51082,46271,2023-01-01,-2574.0,-1308.0,3645.0,112659,0.41071729733088347
Jujuy,2023,2,13749,51082,47289,2023-04-01,-1557.0,0.0,1018.0,112120,0.42177131644666427
Jujuy,2023,3,12627,51082,48350,2023-07-01,-1122.0,0.0,1061.0,112059,0.4314691367940103
Jujuy,2023,4,11669,51083,49947,2023-10-01,-958.0,1.0,1597.0,112699,0.443189380562383
Jujuy,2024,1,10554,51093,51084,2024-01-01,-1115.0,10.0,1137.0,112731,0.45314953295899085
Jujuy,2024,2,9509,51361,53492,2024-04-01,-1045.0,268.0,2408.0,114362,0.46774278169321976
La Pampa,2014,1,15826,31305,513,2014-01-01,,,,47644,0.010767357904458064
La Pampa,2014,2,15957,32600,513,2014-04-01,131.0,1295.0,0.0,49070,0.010454452822498472
La Pampa,2014,3,16051,33940,538,2014-07-01,94.0,1340.0,25.0,50529,0.010647351026143403
La Pampa,2014,4,16043,34281,514,2014-10-01,-8.0,341.0,-24.0,50838,0.010110547228451158
La Pampa,2015,1,13143,39571,3215,2015-01-01,-2900.0,5290.0,2701.0,55929,0.05748359527257773
La Pampa,2015,2,12756,40825,3719,2015-04-01,-387.0,1254.0,504.0,57300,0.06490401396160558
La Pampa,2015,3,12755,41886,4078,2015-07-01,-1.0,1061.0,359.0,58719,0.06944941160442106
La Pampa,2015,4,12755,42705,4327,2015-10-01,0.0,819.0,249.0,59787,0.07237359292153812
La Pampa,2016,1,12754,41881,4536,2016-01-01,-1.0,-824.0,209.0,59171,0.07665917425766
La Pampa,2016,2,12754,44654,4708,2016-04-01,0.0,2773.0,172.0,62116,0.07579367634747891
La Pampa,2016,3,12751,45952,4910,2016-07-01,-3.0,1298.0,202.0,63613,0.07718548095515068
La Pampa,2016,4,12754,47245,5054,2016-10-01,3.0,1293.0,144.0,65053,0.07769049851659417
La Pampa,2017,1,12754,47195,5194,2017-01-01,0.0,-50.0,140.0,65143,0.07973228128885683
La Pampa,2017,2,12754,48310,5194,2017-04-01,0.0,1115.0,0.0,66258,0.07839053397325606
